,Hotel,Reviews,Aspect_Sentiment
249,The Principal London, 1 The hotel was redecorating it was not like the pictures shows it can be barely recognized 2 It was a long way from elevator to my room lots of doors just imagine you are carrying one or two suitcases and you still have to open the doors again and again when you walking through a very long way besides nobody is intending to help you terrible experience 3 The in room breakfast was not on time I was almost late on the morning 4 Very old decorations not clean enough 5 It was definitely not worth for the price ,"{'experience': [1.125, -0.625], 'room breakfast': [1.125, -1.875], 'room': [1.125, -1.25], 'nobody': [1.125, -0.625], 'hotel': [0.125, -0.625], 'way': [1.125, -0.625], 'time': [0, -0.625], 'elevator': [1.125, -0.625], 'morning': [0, 0]}"
250,The Principal London, Noise from the air conditioning units We may not be able to afford a room once the improvements are completed,"{'air': [0, 0], 'noise': [0, 0]}"
252,The Principal London, We had no complaints whatsoever ,{}
253,The Principal London, Double room was small and in need of a freshen up Also woken up a 5am when a noisy generator fired up outside our room this may have something to do with all the building work that is going on at the hotel but when you have had a late night that s the last thing you want ,"{'room': [0, 0], 'need': [0, 0], 'freshen': [0, 0], 'night': [0, 0], 'building work': [0, 0], 'something': [0, 0], 'hotel': [0, 0], 'generator': [0, 0]}"
255,The Principal London, Sink in bathroom extremely small We were asked for our champagne to room and didnt appear so had to get on check out Also found it very disappointing to be asked to pay for room service on the spot and not able to put on room bill we were very offended by this we have stayed in hotels all over the world and never been asked to do this before In fact had returned from a wonderful holiday in Hong Kong just the week before and had room service and paid on check out Would appreciate some feed back on this matter,"{'before': [2.5, -1.5], 'check': [1.375, 0], 'sink': [0.625, 0], 'didnt': [0, 0], 'bathroom': [0.625, 0], 'spot': [1.125, -1.5], 'fact': [1.375, 0], 'world': [1.125, -1.5], 'champagne': [0, 0], 'room bill': [4.25, -3.0], 'room': [3.125, -1.5], 'holiday': [1.375, 0], 'hong kong': [2.75, 0], 'feed': [0, 0], 'room service': [5.625, -3.0], 'week': [1.375, 0]}"
256,The Principal London, Nothing at all ,{}
257,The Principal London, I have stayed at the hotel at least half a dozen times over the past three years The rooms are getting tired and worn The front desk staff are indifferent I tried to break a 50 note at front desk so I could tip the waitress in dining room at breakfast they told me to do it myself at one of the nearby restaurants Major exterior renos going on outside hotel I hope they are going to upgrade the rooms as well I think it is time that I try another hotel ,"{'note': [0, 0], 'front desk': [0, 0], 'hotel': [0, 0], 'front desk staff': [0, 0], 'breakfast': [0, 0], 'waitress': [0, 0], 'dozen': [0, 0], 'time': [0, 0], 'room': [0, 0]}"
259,The Principal London, Light outside of the door shines through spy hole and the door frame Unable to turn it off crazy I am a returning client make more of your existing client base ,"{'door': [0, 0], 'crazy': [0, -0.75], 'light outside': [0, 0], 'hole': [0, 0], 'client': [0, 0], 'door frame': [0, 0]}"
260,The Principal London, Had to go to local shop for fresh milk as not available from housekeeping staff One awful sandwich in the bar Shame really as other food very good ,"{'milk': [0.375, -1.25], 'shop': [0.375, -1.25], 'sandwich': [1.625, -1.5], 'bar shame': [3.25, -3.0], 'staff': [0.375, -1.25], 'had': [0.375, -1.25]}"
261,The Principal London, The first room we were allocated had a musty smell to it but we were efficiently moved across to another room with no bother at all Some areas need updating but this was already underway in some parts of the hotel Shower was very noisy ,"{'bother': [0.25, 0], 'room': [0.25, 0], 'musty smell': [0.5, 0]}"
262,The Principal London, I had requested a quiet room Given room on the 6th floor air conditioning not cooling room but extremely noisy room very hot Blocked bath drain shower faulty water filling the bath from the bath tap while shower on Requested room change Given Room on 2nd floor Windows blocked out no daylight Extreme noise from continual external exhaust fans between 5am until 11pm Worst sleep ever Old noisy air conditioning system also Hotel undergoing major building works not advised of this When booking I booked for 3 nights and wanted to cancel the last night to go elsewhere but hotel unable to advise about cancellation as I had made the booking through Booking com ,"{'bath drain': [0, 0], 'bath tap': [0, 0], 'noise': [0.125, 0], 'old': [0, 0], 'cancellation': [0, -0.75], 'floor windows': [1.125, -0.625], 'floor air': [2.25, -1.25], 'room': [1.125, -0.625], 'exhaust': [0.125, 0], 'night': [0, -0.75], 'requested room change given room': [3.375, -1.875], 'booking': [0, 0], 'hotel': [0, -1.375], 'faulty water': [0, 0], 'bath': [0, 0], 'air conditioning system': [2.25, -1.25], 'daylight': [0, 0], 'worst': [0, 0]}"
263,The Principal London, The bed was huge plenty of room but the mattress was extremely hard and slightly bowed Both my husband I had an uncomfortable nights sleep woke in the morning with aching backs which was a first for both of us ,"{'room': [0.625, -0.875], 'plenty': [0.625, -0.875], 'husband': [0, 0], 'mattress': [0.625, -0.875], 'bed': [0.625, -0.875], 'woke': [0, -0.75]}"
264,The Principal London, see adjacent box ,{}
265,The Principal London, ,{}
266,The Principal London, The room was a bit small but that s a function of the hotel maintaining the Victorian style we liked Work on the hotel was in progress while we were there so the machine sounds in the lobby were deafening at times ,"{'room': [0, 0], 'machine': [0, 0], 'hotel': [0, 0], 'work': [0, 0], 'progress': [0, 0], 'style': [0, 0], 'function': [0, 0], 'bit': [0, 0]}"
268,The Principal London, Room and hotel generally were a little dark Pillow was lumpy Decor and furniture a little tired ,"{'room': [0, -0.75], 'hotel': [0, -0.75], 'pillow': [0, -0.75]}"
269,The Principal London, Seems like room would be very hot in summer Air conditioning did not cool room very much when I used it but not a real issue in June ,"{'summer air conditioning': [3.0, -3.0], 'room': [1.0, -1.0], 'issue': [0, -0.625]}"
270,The Principal London, The rooms are dingy and in serious need of an upgrade with chipped furniture and old fittings ,"{'upgrade': [0.125, -0.625], 'need': [0.125, -0.625]}"
271,The Principal London, The hotel was being renovated which gave it a slightly run down appearance The sink in our room was cracked and there was no hair conditioner available in the hotel The television was very small and dated ,"{'appearance': [0, 0], 'hair conditioner': [0.75, 0], 'sink': [0.375, 0], 'hotel': [0.375, 0], 'room': [0.375, 0]}"
272,The Principal London, N A,{}
273,The Principal London, We had a small claustrophobic room next to the noisy road with a questionable air con system and the shower did not work An engineer failed to repair it and after several cold showers we were moved to a new quieter and better room the next day and were compensated for the inconvenience ,"{'room': [0.875, -1.375], 'air con system': [1.75, -3.5], 'work': [0, -0.75], 'shower': [0.875, -1.375], 'quieter': [0.875, -0.625], 'day': [0.875, -0.625], 'road': [0, -0.75], 'engineer': [0.875, -0.625]}"
275,The Principal London, Shower was a bit different to work taps slightly broken and the tap you pull up was broken ,"{'bit': [0.625, 0], 'shower': [0.625, 0]}"
276,The Principal London, We chose that hotel because of its locations but the room was an interior one and the view was awful which was very disappointing Interior rooms shouldn t cost the same money The Windows weren t closing and some parts need refurbishment ,"{'view': [0.5, -1.125], 'room': [0.5, -1.125], 'hotel': [0.5, -1.125], 'interior': [0.5, -1.125], 'money': [0.5, -1.125]}"
277,The Principal London, After checking out I left my luggage at the concierge However when I returned I had to wait or over 20 minutes before I got my items as the concierge was elsewhere This resulted in me nearly missing my train ,"{'concierge': [0, 0], 'luggage': [0, 0]}"
278,The Principal London, Hotel has clearly done a deal with golden tours bus tours we asked the concierge if he could recommend us a good bus tour he sold us tickets for the golden tours busses The tour was abysmal and not worth the time or money we spent on it Breakfast was poor just a buffet food was a bit cold luckily we hadn t had to pay for breakfast bc the hotel had made a mistake with our room so they gave us free breakfast in return but if we had paid I d have been complaining about the breakfast to the staff in charge ,"{'staff': [0, 0], 'tour': [1.625, -0.75], 'hotel': [1.625, -0.75], 'mistake': [1.125, -0.75], 'money': [1.125, -0.75], 'time': [1.125, -0.75], 'return': [1.125, -0.75], 'room': [1.125, -0.75], 'buffet food': [2.25, -1.5], 'concierge': [0.5, 0], 'breakfast': [1.125, -0.75], 'tours': [0.5, 0], 'bus tour': [2.125, -0.75], 'bus': [0.5, 0], 'deal': [0.5, 0], 'bit': [1.125, -0.75]}"
279,The Principal London, There was no water in the room and we had to pay 10 for two bottles from the bar ,"{'room': [0, 0], 'water': [0, 0]}"
280,The Principal London, We couldn t shower bath the cold tap fell off bathroom very cramped would be better off with just a shower in there Breakfast was awful dried up bacon mushrooms eggs weren t any better Drinks very expensive We did complain and were given a refund,"{'tap': [2.125, -1.0], 'bacon': [2.125, -1.0], 'shower': [2.125, -1.0], 'bathroom': [2.125, -1.0], 'breakfast': [2.125, -1.0]}"
281,The Principal London, The air conditioning was pretty useless and didn t cool down the room as it was located on the floor and not on the ceiling and it was very warm in the room ,"{'air conditioning': [3.25, -2.5], 'room': [1.625, -1.25], 'floor': [1.625, -1.25], 'ceiling': [1.625, -1.25]}"
282,The Principal London, They charge a fortune for breakfast use the caf s surrounding the park instead Cheaper and nicer For working not very good comfort The desk and chair in the room is very uncomfortable to sit and work with ,"{'cheaper': [0, 0], 'breakfast use': [0, 0], 'desk': [0.5, -0.75], 'caf': [0, 0], 'nicer': [0, 0], 'park': [0, 0], 'comfort': [1.5, -1.375], 'fortune': [0, 0], 'chair': [0.5, -0.75]}"
283,The Principal London, Rooms and bathrooms larger and better air conditioning ,{}
284,The Principal London, Breakfast was horribly overpriced We were offered option for reduced rate of we bought breakfast every morn of our visit but we couldn t do this because we had to leave early the day we departed ,"{'visit': [0.125, 0], 'option': [0.125, 0], 'morn': [0.125, 0], 'rate': [0.125, 0], 'breakfast': [0.125, -0.75]}"
285,The Principal London, The fire drill that takes place every Monday at 1 00 pm After a transatlantic flight we were asleep when the alarm went off ,"{'fire drill': [0, 0], 'flight': [0, -0.625], 'monday': [0, 0], 'place': [0, 0], 'pm': [0, 0]}"
286,The Principal London, nothing really,{}
289,The Principal London, The bed was extremely uncomfortable The mattress is very soft to the point where if you aren t sleeping in the middle of the bed you might fall off of it I woke up with back pains as well We ended up switching hotels because of it There was no dresser to put your clothes in which was also kind of a bummer Other than that the hotel is old so if you like something modern it s not that Personally that didn t really bother me ,"{'bummer': [0, 0], 'bed': [1.125, -1.0], 'mattress': [0.5, -0.25], 'hotel': [0, -1.25], 'dresser': [0, 0], 'point': [0.5, -0.25], 'middle': [0.5, -0.25], 'kind': [0, 0]}"
